name	Gene	Blood_cancer_activity	Blood_healthy_activity	Breast_cancer_activity	Breast_healthy_activity	Liver_cancer_activity	Liver_healthy_activity	Pancreas_cancer_activity	Pancreas_healthy_activity
Enhancer_chr20_3759817_3761817	HSPA12B	off	off	on	off	off	on	off	off
Enhancer_chr20_3760317_3762317	HSPA12B	off	on	on	off	off	on	off	off
Enhancer_chr20_3760817_3762817	HSPA12B	off	on	on	off	off	on	off	off
Enhancer_chr20_3761317_3763317	HSPA12B	off	on	on	off	off	on	off	off
Enhancer_chr20_3761817_3763817	HSPA12B	off	off	on	off	off	on	off	off
Enhancer_chr20_3762317_3764317	HSPA12B	off	off	on	off	off	off	off	off
Enhancer_chr20_3762817_3764817	HSPA12B	off	off	on	off	off	off	off	off
Enhancer_chr20_3763317_3765317	HSPA12B	off	off	on	off	off	on	on	off
Enhancer_chr20_3763817_3765817	HSPA12B	on	on	on	off	off	on	on	off
Enhancer_chr20_3764317_3766317	HSPA12B	on	on	on	off	off	on	on	off
Enhancer_chr20_3764817_3766817	HSPA12B	on	on	on	off	off	on	on	off
Enhancer_chr20_3765317_3767317	HSPA12B	on	on	on	off	off	on	on	off
Enhancer_chr20_3765817_3767817	HSPA12B	on	on	on	on	off	on	on	off
Enhancer_chr20_3766317_3768317	HSPA12B	on	on	on	on	off	on	on	off
Enhancer_chr20_3766817_3768817	HSPA12B	on	on	on	on	off	on	on	off
Enhancer_chr20_3767317_3769317	HSPA12B	off	off	off	on	off	on	off	off
Enhancer_chr20_3767817_3769817	HSPA12B	off	off	off	on	off	off	off	off
Enhancer_chr21_15751509_15753509	HSPA13	off	on	off	on	off	off	on	off
Enhancer_chr21_15752009_15754009	HSPA13	off	on	off	on	off	off	on	off
Enhancer_chr21_15752509_15754509	HSPA13	on	on	on	on	on	on	on	off
Enhancer_chr21_15753009_15755009	HSPA13	on	on	on	on	on	on	on	on
Enhancer_chr21_15753509_15755509	HSPA13	on	on	on	on	on	on	on	on
Enhancer_chr21_15754009_15756009	HSPA13	on	on	on	on	on	on	on	on
Enhancer_chr21_15754509_15756509	HSPA13	on	on	on	on	on	on	on	on
Enhancer_chr21_15755009_15757009	HSPA13	on	on	on	on	on	on	on	on
Enhancer_chr21_15755509_15757509	HSPA13	on	on	on	on	on	on	on	on
Enhancer_chr21_15756009_15758009	HSPA13	on	on	on	on	off	on	on	on
Enhancer_chr21_15756509_15758509	HSPA13	on	on	on	on	off	on	on	off
Enhancer_chr21_15757009_15759009	HSPA13	on	on	off	off	off	off	off	off
Enhancer_chr4_128697976_128699976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128698476_128700476	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128698976_128700976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128699476_128701476	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128699976_128701976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128700476_128702476	HSPA4L	off	on	on	off	off	off	off	off
Enhancer_chr4_128700976_128702976	HSPA4L	on	on	on	on	off	on	on	off
Enhancer_chr4_128701476_128703476	HSPA4L	on	on	on	on	off	on	on	on
Enhancer_chr4_128701976_128703976	HSPA4L	on	on	on	on	off	on	on	on
Enhancer_chr4_128702476_128704476	HSPA4L	on	on	on	on	off	on	on	on
Enhancer_chr4_128702976_128704976	HSPA4L	on	on	on	on	off	on	on	on
Enhancer_chr4_128703476_128705476	HSPA4L	on	on	on	on	off	on	on	on
Enhancer_chr4_128703976_128705976	HSPA4L	on	on	on	on	off	on	on	on
Enhancer_chr4_128704476_128706476	HSPA4L	on	on	on	on	off	on	on	on
Enhancer_chr4_128704976_128706976	HSPA4L	on	on	on	on	off	on	on	off
Enhancer_chr4_128705476_128707476	HSPA4L	on	off	off	on	off	off	on	off
Enhancer_chr4_128705976_128707976	HSPA4L	on	off	off	on	off	off	on	off
Enhancer_chr4_128706476_128708476	HSPA4L	off	off	off	on	off	off	off	off
Enhancer_chr4_128747476_128749476	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128747976_128749976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128748476_128750476	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128748976_128750976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128749476_128751476	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128749976_128751976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128751976_128753976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128752476_128754476	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128752976_128754976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128753976_128755976	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr4_128754476_128756476	HSPA4L	off	on	off	off	off	off	off	off
Enhancer_chr5_108496541_108498541	FER	off	on	off	off	off	off	off	off
Enhancer_chr5_108497041_108499041	FER	off	on	off	off	off	off	off	off
Enhancer_chr5_108497541_108499541	FER	off	on	off	off	off	off	off	off
Enhancer_chr5_132351162_132353162	HSPA4	off	off	off	off	off	on	off	off
Enhancer_chr5_132351662_132353662	HSPA4	off	off	off	off	off	on	off	off
Enhancer_chr5_132352162_132354162	HSPA4	off	off	off	off	off	on	off	off
Enhancer_chr5_132359162_132361162	HSPA4	off	on	off	off	off	off	on	off
Enhancer_chr5_132359662_132361662	HSPA4	on	off	on	on	on	on	on	on
Enhancer_chr5_132360162_132362162	HSPA4	on	off	on	on	on	on	on	on
Enhancer_chr5_132360662_132362662	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132361162_132363162	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132361662_132363662	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132362162_132364162	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132362662_132364662	HSPA4	on	off	on	off	on	on	on	off
Enhancer_chr5_132363162_132365162	HSPA4	off	off	off	off	on	off	on	off
Enhancer_chr5_132366662_132368662	HSPA4	on	off	off	off	off	off	off	off
Enhancer_chr5_132367162_132369162	HSPA4	on	on	off	off	off	off	off	off
Enhancer_chr5_132367662_132369662	HSPA4	on	on	off	off	off	off	off	off
Enhancer_chr5_132368162_132370162	HSPA4	on	on	off	off	off	off	off	off
Enhancer_chr5_132368662_132370662	HSPA4	on	on	off	off	off	off	off	off
Enhancer_chr5_132369162_132371162	HSPA4	on	on	off	off	off	off	off	off
Enhancer_chr5_132382162_132384162	HSPA4	off	off	off	off	off	off	on	off
Enhancer_chr5_132382662_132384662	HSPA4	off	off	off	off	off	off	on	off
Enhancer_chr5_132383162_132385162	HSPA4	off	off	off	off	off	off	on	off
Enhancer_chr5_132383662_132385662	HSPA4	off	off	off	off	on	off	on	off
Enhancer_chr5_132384162_132386162	HSPA4	on	on	off	off	on	on	on	off
Enhancer_chr5_132384662_132386662	HSPA4	on	on	on	on	on	on	on	off
Enhancer_chr5_132385162_132387162	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132385662_132387662	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132386162_132388162	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132386662_132388662	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132387162_132389162	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132387662_132389662	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132388162_132390162	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132388662_132390662	HSPA4	on	on	on	on	on	on	on	on
Enhancer_chr5_132389162_132391162	HSPA4	on	on	on	on	on	on	on	off
Enhancer_chr5_132389662_132391662	HSPA4	on	on	off	off	on	off	on	off
Enhancer_chr5_132390662_132392662	HSPA4	off	off	off	off	off	off	on	off
Enhancer_chr5_132391162_132393162	HSPA4	off	off	off	off	off	off	on	off
Enhancer_chr5_132397162_132399162	HSPA4	off	off	off	off	off	on	off	off
Enhancer_chr5_132436662_132438662	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132437162_132439162	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132437662_132439662	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132438162_132440162	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132438662_132440662	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132439162_132441162	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132439662_132441662	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132440162_132442162	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132440662_132442662	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132441162_132443162	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132441662_132443662	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132442162_132444162	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132442662_132444662	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_132443162_132445162	HSPA4	off	on	off	off	off	off	off	off
Enhancer_chr5_137873318_137875318	HSPA9	on	off	off	off	off	off	off	off
Enhancer_chr5_137873818_137875818	HSPA9	on	on	off	off	off	off	off	off
Enhancer_chr5_137874318_137876318	HSPA9	on	on	on	on	off	off	off	off
Enhancer_chr5_137874818_137876818	HSPA9	on	on	on	on	off	off	on	off
Enhancer_chr5_137875318_137877318	HSPA9	on	on	on	on	off	on	on	off
Enhancer_chr5_137875818_137877818	HSPA9	on	on	on	on	on	on	on	off
Enhancer_chr5_137876318_137878318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137876818_137878818	HSPA9	on	off	on	on	on	on	on	on
Enhancer_chr5_137877318_137879318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137877818_137879818	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137878318_137880318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137878818_137880818	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137879318_137881318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137879818_137881818	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137880318_137882318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137880818_137882818	HSPA9	on	on	on	on	on	off	on	off
Enhancer_chr5_137881318_137883318	HSPA9	on	on	on	off	off	off	off	off
Enhancer_chr5_137902318_137904318	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137902818_137904818	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137903318_137905318	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137903818_137905818	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137904318_137906318	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137904818_137906818	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137905318_137907318	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137905818_137907818	HSPA9	off	off	off	off	off	on	off	off
Enhancer_chr5_137907318_137909318	HSPA9	off	off	on	off	off	off	on	off
Enhancer_chr5_137907818_137909818	HSPA9	on	on	on	on	on	on	on	off
Enhancer_chr5_137908318_137910318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137908818_137910818	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137909318_137911318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137909818_137911818	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137910318_137912318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137910818_137912818	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137911318_137913318	HSPA9	on	on	on	on	on	on	on	on
Enhancer_chr5_137911818_137913818	HSPA9	on	on	on	off	on	on	on	on
Enhancer_chr5_137912318_137914318	HSPA9	on	off	on	off	off	off	on	off
Enhancer_chr5_137912818_137914818	HSPA9	off	off	off	off	off	off	on	off
Enhancer_chr5_137936818_137938818	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137937318_137939318	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137937818_137939818	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137938318_137940318	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137938818_137940818	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137939318_137941318	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137939818_137941818	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137940318_137942318	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137940818_137942818	HSPA9	off	on	off	off	off	off	off	off
Enhancer_chr5_137945318_137947318	HSPA9	on	off	off	off	off	off	off	off
Enhancer_chr5_137945818_137947818	HSPA9	on	off	off	off	off	off	off	off
Enhancer_chr6_112143155_112145155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112143155_112145155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112144655_112146655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112144655_112146655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112145155_112147155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112145155_112147155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112145655_112147655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112145655_112147655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112146155_112148155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112146155_112148155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112146655_112148655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112146655_112148655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112152655_112154655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112152655_112154655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112153155_112155155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112153155_112155155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112153655_112155655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112153655_112155655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112154155_112156155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112154155_112156155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112154655_112156655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112154655_112156655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112155155_112157155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112155155_112157155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112156155_112158155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112156155_112158155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112156655_112158655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112156655_112158655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112157155_112159155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112157155_112159155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112157655_112159655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112157655_112159655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112158155_112160155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112158155_112160155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112158655_112160655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112158655_112160655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112159155_112161155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112159155_112161155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112159655_112161655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112159655_112161655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112160155_112162155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112160155_112162155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112160655_112162655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112160655_112162655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112161155_112163155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112161155_112163155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112161655_112163655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112161655_112163655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112162155_112164155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112162155_112164155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112162655_112164655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112162655_112164655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112163155_112165155	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112163155_112165155	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112163655_112165655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112163655_112165655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112164155_112166155	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112164155_112166155	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112164655_112166655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112164655_112166655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112165155_112167155	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112165155_112167155	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112165655_112167655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112165655_112167655	FYN	on	on	off	off	off	off	off	off
Enhancer_chr6_112166155_112168155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112166155_112168155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112166655_112168655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112166655_112168655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112167155_112169155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112167155_112169155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112167655_112169655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112167655_112169655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112168155_112170155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112168155_112170155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112170155_112172155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112170155_112172155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112170655_112172655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112170655_112172655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112171155_112173155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112171155_112173155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112171655_112173655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112171655_112173655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112172155_112174155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112172155_112174155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112177655_112179655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112177655_112179655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112178155_112180155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112178155_112180155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112178655_112180655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112178655_112180655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112179155_112181155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112179155_112181155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112188655_112190655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112188655_112190655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112189155_112191155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112189155_112191155	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112189655_112191655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112189655_112191655	FYN	off	on	off	off	off	off	off	off
Enhancer_chr6_112190155_112192155	FYN	off	on	off	on	off	off	off	off
Enhancer_chr6_112190155_112192155	FYN	off	on	off	on	off	off	off	off
Enhancer_chr6_112190655_112192655	FYN	off	on	off	on	off	on	off	off
Enhancer_chr6_112190655_112192655	FYN	off	on	off	on	off	on	off	off
Enhancer_chr6_112191155_112193155	FYN	on	on	off	on	off	on	off	off
Enhancer_chr6_112191155_112193155	FYN	on	on	off	on	off	on	off	off
Enhancer_chr6_112191655_112193655	FYN	on	on	off	on	off	on	on	off
Enhancer_chr6_112191655_112193655	FYN	on	on	off	on	off	on	on	off
Enhancer_chr6_112192155_112194155	FYN	on	on	on	on	off	on	on	off
Enhancer_chr6_112192155_112194155	FYN	on	on	on	on	off	on	on	off
Enhancer_chr6_112192655_112194655	FYN	on	on	on	on	off	on	on	off
Enhancer_chr6_112192655_112194655	FYN	on	on	on	on	off	on	on	off
Enhancer_chr6_112193155_112195155	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112193155_112195155	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112193655_112195655	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112193655_112195655	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112194155_112196155	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112194155_112196155	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112194655_112196655	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112194655_112196655	FYN	on	on	on	on	off	on	on	on
Enhancer_chr6_112195155_112197155	FYN	on	on	on	on	off	on	on	off
Enhancer_chr6_112195155_112197155	FYN	on	on	on	on	off	on	on	off
Enhancer_chr6_112195655_112197655	FYN	off	off	on	on	off	off	off	off
Enhancer_chr6_112195655_112197655	FYN	off	off	on	on	off	off	off	off
Enhancer_chr6_31735791_31737791	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31735835_31737835	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31736012_31738012	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31736291_31738291	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31736335_31738335	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31736512_31738512	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31736791_31738791	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31736835_31738835	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31737012_31739012	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31737291_31739291	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31737335_31739335	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31737512_31739512	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31737791_31739791	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31737835_31739835	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31740791_31742791	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31740835_31742835	HSPA1B_HSPA1L	on	off	off	off	off	off	off	off
Enhancer_chr6_31741012_31743012	HSPA1B_HSPA1L	off	off	off	off	off	on	off	off
Enhancer_chr6_31741291_31743291	HSPA1B_HSPA1L	off	off	off	off	off	on	off	off
Enhancer_chr6_31741335_31743335	HSPA1B_HSPA1L	on	off	off	off	off	on	off	off
Enhancer_chr6_31741512_31743512	HSPA1B_HSPA1L	on	off	off	off	off	on	on	off
Enhancer_chr6_31741791_31743791	HSPA1B_HSPA1L	on	off	off	off	off	on	on	off
Enhancer_chr6_31741835_31743835	HSPA1B_HSPA1L	on	off	off	off	off	on	on	off
Enhancer_chr6_31742012_31744012	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31742291_31744291	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31742335_31744335	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31742512_31744512	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31742791_31744791	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31742835_31744835	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31743012_31745012	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31743291_31745291	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31743335_31745335	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31743512_31745512	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31743791_31745791	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31743835_31745835	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31744012_31746012	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31744291_31746291	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31744335_31746335	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31744512_31746512	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31744791_31746791	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31744835_31746835	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31745012_31747012	HSPA1B_HSPA1L	on	on	off	off	off	on	on	off
Enhancer_chr6_31745291_31747291	HSPA1B_HSPA1L	on	on	off	off	off	on	off	off
Enhancer_chr6_31745335_31747335	HSPA1B_HSPA1L	on	on	off	off	off	on	off	off
Enhancer_chr6_31745512_31747512	HSPA1B_HSPA1L	on	on	off	off	off	on	off	off
Enhancer_chr6_31745791_31747791	HSPA1B_HSPA1L	on	on	off	off	off	off	off	off
Enhancer_chr6_31745835_31747835	HSPA1B_HSPA1L	on	on	off	off	off	off	off	off
Enhancer_chr6_31746012_31748012	HSPA1B_HSPA1L	on	on	off	off	off	off	off	off
Enhancer_chr6_31746291_31748291	HSPA1B_HSPA1L	off	off	off	off	off	on	off	off
Enhancer_chr6_31746335_31748335	HSPA1B_HSPA1L	off	off	off	off	off	on	off	off
Enhancer_chr6_31746512_31748512	HSPA1B_HSPA1L	off	off	off	off	off	on	off	off
Enhancer_chr6_31746791_31748791	HSPA1B_HSPA1L	off	off	off	off	off	on	off	off
Enhancer_chr6_31757512_31759512	HSPA1B_HSPA1L	off	on	off	off	off	off	off	off
Enhancer_chr6_31758335_31760335	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31758512_31760512	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31758791_31760791	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31758835_31760835	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31759012_31761012	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
Enhancer_chr6_31759291_31761291	HSPA1B_HSPA1L	off	off	off	off	off	off	on	off
